Ticker Pair,Industry,Correlation,Avg P-Value,Tests Run
ESGR/SLF,Insurance - Diversified,0.9476,0.33142,624
AIG/ESGR,Insurance - Diversified,0.8998,0.4196,624
ACGL/ESGR,Insurance - Diversified,0.9061,0.45966,624
ACGL/AIG,Insurance - Diversified,0.8635,0.55161,624
AIG/SLF,Insurance - Diversified,0.8312,0.60534,624
ACGL/SLF,Insurance - Diversified,0.9024,0.71209,624
