Ticker Pair,Industry,Correlation,Avg P-Value,Tests Run,,LBTYA/LBTYB,Telecom Services,0.9916,0.00086,624,,Telecom Services
ETV/GAM,Asset Management,0.951,0.57294,624,,,,,,,,
IIF/JEQ,Asset Management,0.837,0.57296,624,,,,,,,,
ADX/BTA,Asset Management,0.868,0.57296,624,,,,,,,,
CHW/MMT,Asset Management,0.9762,0.57297,624,,,,,,,,
ASG/ETO,Asset Management,0.9532,0.57298,624,,,,,,,,
HTD/STEW,Asset Management,0.9529,0.57298,624,,,,,,,,
RQI/TWN,Asset Management,0.8834,0.57299,624,,,,,,,,
ADX/EVG,Asset Management,0.9744,0.573,624,,,,,,,,
JOF/PFL,Asset Management,0.928,0.57302,624,,,,,,,,
PFO/SPXX,Asset Management,0.8691,0.57302,624,,,,,,,,
CFFI/OZK,Banks - Regional,0.819,0.57303,624,,,,,,,,
ETJ/PMM,Asset Management,0.8815,0.57303,624,,,,,,,,
ALGN/RMD,Medical Instruments & Supplies,0.82,0.57304,624,,,,,,,,
CNOB/PEBO,Banks - Regional,0.9113,0.57307,624,,,,,,,,
BLW/SPE,Asset Management,0.9739,0.57308,624,,,,,,,,
JFR/MYI,Asset Management,0.8167,0.57311,624,,,,,,,,
JPC/NFJ,Asset Management,0.8977,0.57311,624,,,,,,,,
AME/RRX,Specialty Industrial Machinery,0.944,0.57312,624,,,,,,,,
FUND/PMM,Asset Management,0.8023,0.57314,624,,,,,,,,
ADP/SAP,Software - Application,0.889,0.57315,624,,,,,,,,
JMM/VVR,Asset Management,0.8482,0.57315,624,,,,,,,,
ETW/NIM,Asset Management,0.8968,0.57316,624,,,,,,,,
OCSL/RMT,Asset Management,0.8151,0.57318,624,,,,,,,,
LEO/PDT,Asset Management,0.8839,0.57318,624,,,,,,,,
LGI/VVR,Asset Management,0.9391,0.57319,624,,,,,,,,
GRX/GUT,Asset Management,0.8331,0.57323,624,,,,,,,,
AB/FLC,Asset Management,0.8596,0.57327,624,,,,,,,,
IIF/MCR,Asset Management,0.8236,0.57327,624,,,,,,,,
GDO/TY,Asset Management,0.9519,0.57328,624,,,,,,,,
DHI/SKY,Residential Construction,0.9315,0.57328,624,,,,,,,,
BTA/RVT,Asset Management,0.8958,0.5733,624,,,,,,,,
GDL/NCA,Asset Management,0.8646,0.57331,624,,,,,,,,
MAIN/PMO,Asset Management,0.8039,0.57331,624,,,,,,,,
AIZ/STC,Insurance - Property & Casualty,0.9456,0.57332,624,,,,,,,,
ALRS/THFF,Banks - Regional,0.8409,0.57336,624,,,,,,,,
PFL/SBI,Asset Management,0.8636,0.57336,624,,,,,,,,
BN/BYM,Asset Management,0.8236,0.57337,624,,,,,,,,
EOI/NXN,Asset Management,0.8338,0.57344,624,,,,,,,,
CHI/PFG,Asset Management,0.9069,0.57346,624,,,,,,,,
BKN/GCV,Asset Management,0.881,0.57346,624,,,,,,,,
NPV/RFI,Asset Management,0.8559,0.57347,624,,,,,,,,
ASG/NXJ,Asset Management,0.9208,0.57347,624,,,,,,,,
DSM/PPT,Asset Management,0.83,0.57349,624,,,,,,,,
FFIN/UMBF,Banks - Regional,0.8945,0.57349,624,,,,,,,,
ACNB/ZIONP,Banks - Regional,0.8593,0.57352,624,,,,,,,,
IIF/PFL,Asset Management,0.862,0.57352,624,,,,,,,,
EOS/PIM,Asset Management,0.9146,0.57354,624,,,,,,,,
BX/CGO,Asset Management,0.8736,0.57355,624,,,,,,,,
CXH/GRX,Asset Management,0.8904,0.57355,624,,,,,,,,
NEE/PNW,Utilities - Regulated Electric,0.8548,0.57356,624,,,,,,,,
PKW/USIG,Unknown,0.8504,0.57356,624,,,,,,,,
BDJ/NAD,Asset Management,0.8544,0.57356,624,,,,,,,,
PMO/SOR,Asset Management,0.8659,0.57358,624,,,,,,,,
EVF/PFG,Asset Management,0.9171,0.57359,624,,,,,,,,
PMM/SOR,Asset Management,0.8622,0.5736,624,,,,,,,,
EVF/MIN,Asset Management,0.8767,0.5736,624,,,,,,,,
MASI/PODD,Medical Devices,0.891,0.57361,624,,,,,,,,
ADBE/MANH,Software - Application,0.8733,0.57361,624,,,,,,,,
DTE/OGE,Utilities - Regulated Electric,0.9446,0.57363,624,,,,,,,,
PFM/QQEW,Unknown,0.9883,0.57363,624,,,,,,,,
NKX/WIW,Asset Management,0.8426,0.57364,624,,,,,,,,
TSBK/UMBF,Banks - Regional,0.879,0.57366,624,,,,,,,,
NFJ/PFO,Asset Management,0.857,0.57366,624,,,,,,,,
EXG/OCSL,Asset Management,0.8036,0.57367,624,,,,,,,,
JPC/SPE,Asset Management,0.9047,0.57369,624,,,,,,,,
BTA/JOF,Asset Management,0.8757,0.57369,624,,,,,,,,
IIF/RVT,Asset Management,0.9089,0.5737,624,,,,,,,,
ETG/JPC,Asset Management,0.9214,0.57371,624,,,,,,,,
CGO/MCI,Asset Management,0.8219,0.57372,624,,,,,,,,
MPA/MSD,Asset Management,0.875,0.57377,624,,,,,,,,
PFD/QQQX,Asset Management,0.8696,0.57378,624,,,,,,,,
FMAO/GBCI,Banks - Regional,0.8245,0.57379,624,,,,,,,,
AFB/ETJ,Asset Management,0.8124,0.5738,624,,,,,,,,
BDJ/NAN,Asset Management,0.8191,0.5738,624,,,,,,,,
FRME/OZK,Banks - Regional,0.8627,0.57383,624,,,,,,,,
LEO/TSI,Asset Management,0.8496,0.57384,624,,,,,,,,
GBCI/TFSL,Banks - Regional,0.9075,0.57385,624,,,,,,,,
BDJ/PMO,Asset Management,0.8752,0.57386,624,,,,,,,,
ACWX/PID,Unknown,0.9398,0.57386,624,,,,,,,,
PFN/PSEC,Asset Management,0.8339,0.57387,624,,,,,,,,
MSD/SPXX,Asset Management,0.8721,0.57388,624,,,,,,,,
EFT/MUJ,Asset Management,0.8025,0.57388,624,,,,,,,,
ASG/SAR,Asset Management,0.8993,0.57389,624,,,,,,,,
ETW/NUV,Asset Management,0.8938,0.57391,624,,,,,,,,
LMAT/RMD,Medical Instruments & Supplies,0.8861,0.57391,624,,,,,,,,
BGT/PDT,Asset Management,0.8492,0.57392,624,,,,,,,,
ARCC/EHI,Asset Management,0.8702,0.57393,624,,,,,,,,
FSFG/UBFO,Banks - Regional,0.9178,0.57395,624,,,,,,,,
RF/UBSI,Banks - Regional,0.8857,0.57395,624,,,,,,,,
GDO/GF,Asset Management,0.9039,0.57397,624,,,,,,,,
AX/CBAN,Banks - Regional,0.8584,0.57398,624,,,,,,,,
TFSL/TRMK,Banks - Regional,0.8266,0.57399,624,,,,,,,,
BLW/STEW,Asset Management,0.974,0.57399,624,,,,,,,,
AMP/ETV,Asset Management,0.8962,0.574,624,,,,,,,,
INTU/MNDO,Software - Application,0.9061,0.57401,624,,,,,,,,
MAIN/RMT,Asset Management,0.9378,0.57403,624,,,,,,,,
MHF/NTRS,Asset Management,0.8889,0.57403,624,,,,,,,,
FRA/PPT,Asset Management,0.8398,0.57403,624,,,,,,,,
GDL/NAZ,Asset Management,0.8083,0.57404,624,,,,,,,,
FFC/SOR,Asset Management,0.8793,0.57407,624,,,,,,,,
FOF/NIM,Asset Management,0.8828,0.57407,624,,,,,,,,
GJH/PID,Unknown,0.8825,0.57408,624,,,,,,,,
JCE/NVG,Asset Management,0.8329,0.5741,624,,,,,,,,
IJT/PFM,Unknown,0.974,0.57411,624,,,,,,,,
HDB/WAFD,Banks - Regional,0.9041,0.57412,624,,,,,,,,
CHI/IGD,Asset Management,0.9206,0.57412,624,,,,,,,,
ETG/MIY,Asset Management,0.8554,0.57414,624,,,,,,,,
FOF/MFM,Asset Management,0.8282,0.57414,624,,,,,,,,
ACWI/USIG,Unknown,0.8727,0.57415,624,,,,,,,,
EWBC/IBN,Banks - Regional,0.8651,0.57422,624,,,,,,,,
DUK/FE,Utilities - Regulated Electric,0.8771,0.57424,624,,,,,,,,
BHLB/TCBI,Banks - Regional,0.8769,0.57424,624,,,,,,,,
AOD/HPI,Asset Management,0.8897,0.57425,624,,,,,,,,
FAD/PIE,Unknown,0.8506,0.57425,624,,,,,,,,
ETJ/JPC,Asset Management,0.9026,0.57426,624,,,,,,,,
NQP/TROW,Asset Management,0.8949,0.57426,624,,,,,,,,
EWBC/OBT,Banks - Regional,0.9021,0.57427,624,,,,,,,,
PFG/STK,Asset Management,0.9253,0.57428,624,,,,,,,,
BKT/RQI,Asset Management,0.8023,0.57429,624,,,,,,,,
KEY/SYBT,Banks - Regional,0.859,0.5743,624,,,,,,,,
BCML/BOKF,Banks - Regional,0.9008,0.57432,624,,,,,,,,
IIM/PCF,Asset Management,0.8623,0.57432,624,,,,,,,,
AFB/HYT,Asset Management,0.8526,0.57432,624,,,,,,,,
FOF/IIM,Asset Management,0.8443,0.57432,624,,,,,,,,
NZF/PPT,Asset Management,0.9244,0.57433,624,,,,,,,,
JEQ/MCN,Asset Management,0.8389,0.57433,624,,,,,,,,
HIG/RLI,Insurance - Property & Casualty,0.9444,0.57433,624,,,,,,,,
DSM/PCN,Asset Management,0.8471,0.57434,624,,,,,,,,
EVF/NZF,Asset Management,0.8137,0.57435,624,,,,,,,,
BTA/MCN,Asset Management,0.819,0.57437,624,,,,,,,,
GOF/HPS,Asset Management,0.9675,0.5744,624,,,,,,,,
ADX/DHF,Asset Management,0.9427,0.5744,624,,,,,,,,
BFC/CASH,Banks - Regional,0.9305,0.57441,624,,,,,,,,
NFJ/VPV,Asset Management,0.8394,0.57442,624,,,,,,,,
MRVL/ON,Semiconductors,0.8486,0.57444,624,,,,,,,,
EVR/SF,Capital Markets,0.9665,0.57445,624,,,,,,,,
FAD/USIG,Unknown,0.8905,0.57446,624,,,,,,,,
DLR/SELF,REIT - Specialty,0.9022,0.57449,624,,,,,,,,
BLK/HPS,Asset Management,0.9348,0.57451,624,,,,,,,,
CII/RMT,Asset Management,0.98,0.57456,624,,,,,,,,
BTZ/EXG,Asset Management,0.9448,0.57458,624,,,,,,,,
ETG/FUND,Asset Management,0.9694,0.57458,624,,,,,,,,
PIZ/VCIT,Unknown,0.897,0.57458,624,,,,,,,,
CXH/QQQX,Asset Management,0.8559,0.57459,624,,,,,,,,
FIX/PRIM,Engineering & Construction,0.909,0.5746,624,,,,,,,,
FUND/NXJ,Asset Management,0.8284,0.5746,624,,,,,,,,
CSWC/EOD,Asset Management,0.9587,0.57461,624,,,,,,,,
BDJ/IQI,Asset Management,0.8231,0.57462,624,,,,,,,,
HBCP/NECB,Banks - Regional,0.811,0.57463,624,,,,,,,,
WAL/ZIONP,Banks - Regional,0.8832,0.57468,624,,,,,,,,
IUSG/PHO,Unknown,0.9889,0.57468,624,,,,,,,,
DSU/NRK,Asset Management,0.8093,0.57468,624,,,,,,,,
JLS/RMT,Asset Management,0.8753,0.57469,624,,,,,,,,
NAC/PDT,Asset Management,0.8985,0.57469,624,,,,,,,,
BHK/JLS,Asset Management,0.8903,0.5747,624,,,,,,,,
EWBC/SYBT,Banks - Regional,0.9411,0.57471,624,,,,,,,,
FNWD/TFSL,Banks - Regional,0.8368,0.57472,624,,,,,,,,
JLS/MHD,Asset Management,0.8575,0.57475,624,,,,,,,,
FCFS/SLM,Credit Services,0.8347,0.57475,624,,,,,,,,
ACNB/TRST,Banks - Regional,0.8549,0.57477,624,,,,,,,,
FOF/NUV,Asset Management,0.8667,0.57477,624,,,,,,,,
AMP/BRW,Asset Management,0.913,0.5748,624,,,,,,,,
MHD/NTRS,Asset Management,0.8335,0.57482,624,,,,,,,,
NVMI/UCTT,Semiconductor Equipment & Materials,0.8047,0.57483,624,,,,,,,,
AFB/PIM,Asset Management,0.8514,0.57483,624,,,,,,,,
MGF/PFN,Asset Management,0.8521,0.57484,624,,,,,,,,
EMD/FCT,Asset Management,0.8588,0.57485,624,,,,,,,,
ASG/CII,Asset Management,0.9244,0.57485,624,,,,,,,,
ONEQ/PFF,Unknown,0.9051,0.57486,624,,,,,,,,
AFB/CGO,Asset Management,0.8566,0.57486,624,,,,,,,,
NTRS/STT,Asset Management,0.9044,0.57487,624,,,,,,,,
IUSV/PRN,Unknown,0.9825,0.57488,624,,,,,,,,
COO/HOLX,Medical Instruments & Supplies,0.9489,0.57488,624,,,,,,,,
CBU/TRMK,Banks - Regional,0.9189,0.5749,624,,,,,,,,
BND/QTEC,Unknown,0.8179,0.5749,624,,,,,,,,
CII/HQL,Asset Management,0.8487,0.57491,624,,,,,,,,
JLS/NQP,Asset Management,0.8897,0.57491,624,,,,,,,,
CXE/NTRS,Asset Management,0.856,0.57491,624,,,,,,,,
FLC/PCF,Asset Management,0.9273,0.57494,624,,,,,,,,
JHS/NFJ,Asset Management,0.8431,0.57495,624,,,,,,,,
EVF/NQP,Asset Management,0.8261,0.57496,624,,,,,,,,
FOF/NRK,Asset Management,0.8607,0.57497,624,,,,,,,,
ARCC/AWP,Asset Management,0.8376,0.57498,624,,,,,,,,
FT/GCV,Asset Management,0.9152,0.57498,624,,,,,,,,
EBMT/FDBC,Banks - Regional,0.8402,0.575,624,,,,,,,,
IGSB/PEZ,Unknown,0.9427,0.575,624,,,,,,,,
AWP/GDO,Asset Management,0.9458,0.575,624,,,,,,,,
CSWC/MAIN,Asset Management,0.9595,0.57501,624,,,,,,,,
ADX/DHIL,Asset Management,0.8012,0.57503,624,,,,,,,,
CHY/SOR,Asset Management,0.9566,0.57503,624,,,,,,,,
AWP/DHF,Asset Management,0.9386,0.57504,624,,,,,,,,
ETJ/NKX,Asset Management,0.8471,0.57504,624,,,,,,,,
MAIN/NQP,Asset Management,0.8175,0.57506,624,,,,,,,,
DNP/OIA,Asset Management,0.9219,0.57507,624,,,,,,,,
CNOB/WAFD,Banks - Regional,0.9186,0.57508,624,,,,,,,,
FRA/JHI,Asset Management,0.8735,0.57508,624,,,,,,,,
ETW/MIY,Asset Management,0.8908,0.5751,624,,,,,,,,
TFSL/WAFD,Banks - Regional,0.8789,0.5751,624,,,,,,,,
BFIN/HAFC,Banks - Regional,0.8458,0.5751,624,,,,,,,,
IEI/SCZ,Unknown,0.8437,0.5751,624,,,,,,,,
FRME/TFSL,Banks - Regional,0.8751,0.57511,624,,,,,,,,
SHBI/STBA,Banks - Regional,0.8176,0.57511,624,,,,,,,,
HYT/MFIC,Asset Management,0.8245,0.57511,624,,,,,,,,
BFC/OPBK,Banks - Regional,0.8815,0.57513,624,,,,,,,,
CSQ/MHF,Asset Management,0.8971,0.57513,624,,,,,,,,
ETJ/NAN,Asset Management,0.8383,0.57514,624,,,,,,,,
NPV/TROW,Asset Management,0.8805,0.57514,624,,,,,,,,
EFR/NXJ,Asset Management,0.857,0.57514,624,,,,,,,,
AVK/IGR,Asset Management,0.8563,0.57516,624,,,,,,,,
JCE/VBF,Asset Management,0.8811,0.57516,624,,,,,,,,
BLW/MFIC,Asset Management,0.8412,0.57518,624,,,,,,,,
ETW/MPV,Asset Management,0.8925,0.57518,624,,,,,,,,
ASG/SOR,Asset Management,0.9086,0.5752,624,,,,,,,,
EVT/MYN,Asset Management,0.8049,0.57521,624,,,,,,,,
ETV/VVR,Asset Management,0.9164,0.57522,624,,,,,,,,
RVT/VCV,Asset Management,0.8244,0.57522,624,,,,,,,,
BDJ/MYI,Asset Management,0.8289,0.57523,624,,,,,,,,
EFR/MIN,Asset Management,0.8691,0.57524,624,,,,,,,,
NRK/PCQ,Asset Management,0.8339,0.57524,624,,,,,,,,
BFC/PB,Banks - Regional,0.8838,0.57524,624,,,,,,,,
EOS/NXC,Asset Management,0.8325,0.57525,624,,,,,,,,
NIE/NXP,Asset Management,0.9294,0.57525,624,,,,,,,,
CNP/EIX,Utilities - Regulated Electric,0.8723,0.57525,624,,,,,,,,
CHY/MIY,Asset Management,0.8611,0.57526,624,,,,,,,,
IIM/USA,Asset Management,0.8208,0.57526,624,,,,,,,,
IIF/JRS,Asset Management,0.8471,0.57527,624,,,,,,,,
SPE/VLT,Asset Management,0.9585,0.57527,624,,,,,,,,
HPI/PIM,Asset Management,0.9407,0.57528,624,,,,,,,,
FRME/HDB,Banks - Regional,0.911,0.57531,624,,,,,,,,
CHY/SAR,Asset Management,0.9451,0.57532,624,,,,,,,,
GF/MUJ,Asset Management,0.8471,0.57532,624,,,,,,,,
EVN/RNP,Asset Management,0.8839,0.57533,624,,,,,,,,
HBNC/ZIONP,Banks - Regional,0.8822,0.57533,624,,,,,,,,
MMT/SAR,Asset Management,0.9221,0.57533,624,,,,,,,,
AB/NMZ,Asset Management,0.8375,0.57534,624,,,,,,,,
CHI/EOD,Asset Management,0.9533,0.57534,624,,,,,,,,
BDJ/MIY,Asset Management,0.8514,0.57535,624,,,,,,,,
IGSB/VCIT,Unknown,0.9566,0.57536,624,,,,,,,,
QQQX/VCV,Asset Management,0.8567,0.57536,624,,,,,,,,
BGC/LAZ,Capital Markets,0.8599,0.57539,624,,,,,,,,
IGSB/PRFZ,Unknown,0.9325,0.57539,624,,,,,,,,
MPA/NTRS,Asset Management,0.8782,0.5754,624,,,,,,,,
BGY/ETB,Asset Management,0.9129,0.57541,624,,,,,,,,
IGIB/IUSG,Unknown,0.8959,0.57541,624,,,,,,,,
RMT/SCD,Asset Management,0.94,0.57544,624,,,,,,,,
ONEQ/PHO,Unknown,0.9884,0.57544,624,,,,,,,,
EEA/ETY,Asset Management,0.9442,0.57544,624,,,,,,,,
EFT/VBF,Asset Management,0.8536,0.57546,624,,,,,,,,
IGSB/SMH,Unknown,0.9013,0.57549,624,,,,,,,,
GDO/GLAD,Asset Management,0.8051,0.57551,624,,,,,,,,
HBNC/PWOD,Banks - Regional,0.8124,0.57552,624,,,,,,,,
NAN/PCQ,Asset Management,0.8343,0.57552,624,,,,,,,,
BOKF/UBSI,Banks - Regional,0.9041,0.57553,624,,,,,,,,
JHS/UTF,Asset Management,0.8899,0.57554,624,,,,,,,,
BLX/NECB,Banks - Regional,0.8071,0.57556,624,,,,,,,,
FMY/JRS,Asset Management,0.8755,0.57556,624,,,,,,,,
IP/PKG,Packaging & Containers,0.8575,0.57558,624,,,,,,,,
PNQI/USIG,Unknown,0.9443,0.57559,624,,,,,,,,
EWBC/RBCAA,Banks - Regional,0.9431,0.5756,624,,,,,,,,
JLS/NAN,Asset Management,0.898,0.57561,624,,,,,,,,
IIF/PTY,Asset Management,0.8661,0.57561,624,,,,,,,,
GDL/NEA,Asset Management,0.8532,0.57563,624,,,,,,,,
BDJ/USA,Asset Management,0.9837,0.57563,624,,,,,,,,
HPI/PCM,Asset Management,0.9404,0.57564,624,,,,,,,,
ABCB/TRMK,Banks - Regional,0.9442,0.57564,624,,,,,,,,
BTZ/CHN,Asset Management,0.8249,0.57566,624,,,,,,,,
BCBP/FRAF,Banks - Regional,0.8264,0.57568,624,,,,,,,,
PDP/USIG,Unknown,0.915,0.57568,624,,,,,,,,
CII/FMY,Asset Management,0.9073,0.57569,624,,,,,,,,
CSQ/DNP,Asset Management,0.9124,0.57569,624,,,,,,,,
CSQ/SOR,Asset Management,0.9786,0.5757,624,,,,,,,,
ACNB/SBFG,Banks - Regional,0.9162,0.57571,624,,,,,,,,
IUSG/JSM,Unknown,0.9085,0.57572,624,,,,,,,,
DHIL/MYI,Asset Management,0.8158,0.57573,624,,,,,,,,
FFA/JEQ,Asset Management,0.8934,0.57574,624,,,,,,,,
SYBT/UBSI,Banks - Regional,0.8933,0.57574,624,,,,,,,,
GDV/NAN,Asset Management,0.8539,0.57575,624,,,,,,,,
NNY/SPXX,Asset Management,0.8326,0.57575,624,,,,,,,,
BLK/IQI,Asset Management,0.8251,0.57575,624,,,,,,,,
EWBC/TOWN,Banks - Regional,0.9423,0.57576,624,,,,,,,,
JOF/VKQ,Asset Management,0.8469,0.57576,624,,,,,,,,
GAM/MSD,Asset Management,0.8812,0.57577,624,,,,,,,,
MNSB/WSBF,Banks - Regional,0.9153,0.5758,624,,,,,,,,
DTF/EHI,Asset Management,0.82,0.57581,624,,,,,,,,
CRUS/UMC,Semiconductors,0.8397,0.57581,624,,,,,,,,
BHK/FT,Asset Management,0.905,0.57584,624,,,,,,,,
PNNT/QQQX,Asset Management,0.8323,0.57584,624,,,,,,,,
BLK/VKQ,Asset Management,0.8196,0.57586,624,,,,,,,,
IEUS/PRFZ,Unknown,0.9499,0.57587,624,,,,,,,,
FFA/MCN,Asset Management,0.9719,0.57588,624,,,,,,,,
LGI/MUJ,Asset Management,0.856,0.57591,624,,,,,,,,
AUDC/ZBRA,Communication Equipment,0.8524,0.57591,624,,,,,,,,
BFK/PFN,Asset Management,0.8383,0.57592,624,,,,,,,,
MMU/PCM,Asset Management,0.8327,0.57592,624,,,,,,,,
KR/WMK,Grocery Stores,0.8951,0.57592,624,,,,,,,,
CSWC/NFJ,Asset Management,0.9561,0.57594,624,,,,,,,,
ETY/WEA,Asset Management,0.8923,0.57595,624,,,,,,,,
EFT/HQL,Asset Management,0.8215,0.57595,624,,,,,,,,
MYI/RQI,Asset Management,0.8977,0.57596,624,,,,,,,,
CII/MCR,Asset Management,0.9303,0.57597,624,,,,,,,,
HQL/PDT,Asset Management,0.8872,0.57598,624,,,,,,,,
FCBC/HDB,Banks - Regional,0.8782,0.57601,624,,,,,,,,
FRME/WABC,Banks - Regional,0.8965,0.57601,624,,,,,,,,
NKE/SHOO,Footwear & Accessories,0.8221,0.57602,624,,,,,,,,
CHY/HIX,Asset Management,0.9384,0.57602,624,,,,,,,,
BAC/C,Banks - Diversified,0.8721,0.57605,624,,,,,,,,
JFR/JOF,Asset Management,0.845,0.57605,624,,,,,,,,
CZFS/UBSI,Banks - Regional,0.8589,0.57605,624,,,,,,,,
CHN/HIX,Asset Management,0.8348,0.57607,624,,,,,,,,
BTZ/SPXX,Asset Management,0.9286,0.57609,624,,,,,,,,
BX/GOF,Asset Management,0.9069,0.5761,624,,,,,,,,
BHK/GF,Asset Management,0.8951,0.57611,624,,,,,,,,
MTB/OZK,Banks - Regional,0.856,0.57613,624,,,,,,,,
OSBC/WABC,Banks - Regional,0.8593,0.57613,624,,,,,,,,
HPI/NFJ,Asset Management,0.8988,0.57616,624,,,,,,,,
MGF/QQQX,Asset Management,0.8106,0.57618,624,,,,,,,,
CXE/PCM,Asset Management,0.8454,0.57618,624,,,,,,,,
MGF/PPT,Asset Management,0.8428,0.5762,624,,,,,,,,
SAR/VBF,Asset Management,0.8664,0.57622,624,,,,,,,,
BXMX/MQY,Asset Management,0.8158,0.57622,624,,,,,,,,
GDV/PMM,Asset Management,0.886,0.57622,624,,,,,,,,
HIFS/WABC,Banks - Regional,0.8578,0.57623,624,,,,,,,,
RS/TX,Steel,0.8359,0.57625,624,,,,,,,,
FRA/HTD,Asset Management,0.9027,0.57626,624,,,,,,,,
OGE/PEG,Utilities - Regulated Electric,0.929,0.57628,624,,,,,,,,
EFSC/GBCI,Banks - Regional,0.9309,0.57629,624,,,,,,,,
JCE/JRS,Asset Management,0.9206,0.57629,624,,,,,,,,
AWK/PCYO,Utilities - Regulated Water,0.9044,0.57629,624,,,,,,,,
AB/NZF,Asset Management,0.8363,0.57632,624,,,,,,,,
JQC/NKX,Asset Management,0.849,0.57636,624,,,,,,,,
GDV/NXC,Asset Management,0.8698,0.57638,624,,,,,,,,
BX/GDV,Asset Management,0.9113,0.57639,624,,,,,,,,
MMT/RVT,Asset Management,0.9602,0.5764,624,,,,,,,,
AX/WAFD,Banks - Regional,0.8757,0.5764,624,,,,,,,,
DSU/HPS,Asset Management,0.9419,0.57641,624,,,,,,,,
GDV/JPC,Asset Management,0.9467,0.57643,624,,,,,,,,
PPBI/WSBC,Banks - Regional,0.9206,0.57643,624,,,,,,,,
HPF/JQC,Asset Management,0.9486,0.57644,624,,,,,,,,
MPA/USA,Asset Management,0.8436,0.57646,624,,,,,,,,
ADX/RCS,Asset Management,0.8207,0.57646,624,,,,,,,,
SWKH/VRTS,Asset Management,0.8036,0.57648,624,,,,,,,,
GDV/MFM,Asset Management,0.8363,0.57648,624,,,,,,,,
ETG/VMO,Asset Management,0.8015,0.57649,624,,,,,,,,
CIF/CII,Asset Management,0.8524,0.57652,624,,,,,,,,
PDT/PFN,Asset Management,0.967,0.57653,624,,,,,,,,
CHW/NNY,Asset Management,0.8809,0.57655,624,,,,,,,,
MCR/NFJ,Asset Management,0.9292,0.57655,624,,,,,,,,
GF/PML,Asset Management,0.8585,0.57655,624,,,,,,,,
GF/MIY,Asset Management,0.8482,0.57659,624,,,,,,,,
GF/PPT,Asset Management,0.8418,0.57662,624,,,,,,,,
NFJ/SPXX,Asset Management,0.9601,0.57663,624,,,,,,,,
SPXX/VPV,Asset Management,0.8375,0.57664,624,,,,,,,,
EBMT/FRAF,Banks - Regional,0.865,0.57665,624,,,,,,,,
CBU/HBAN,Banks - Regional,0.9222,0.57668,624,,,,,,,,
EMD/PCM,Asset Management,0.819,0.57668,624,,,,,,,,
EVF/NAD,Asset Management,0.8006,0.57669,624,,,,,,,,
FNX/PEY,Unknown,0.9779,0.57669,624,,,,,,,,
CNOB/ONB,Banks - Regional,0.877,0.5767,624,,,,,,,,
FAB/PIE,Unknown,0.8105,0.5767,624,,,,,,,,
BX/RMT,Asset Management,0.9249,0.57678,624,,,,,,,,
ASG/GDL,Asset Management,0.881,0.5768,624,,,,,,,,
FT/IGA,Asset Management,0.9666,0.5768,624,,,,,,,,
IUSG/PSL,Unknown,0.9677,0.57681,624,,,,,,,,
FLC/MAIN,Asset Management,0.8299,0.57682,624,,,,,,,,
OZK/UBSI,Banks - Regional,0.9188,0.57683,624,,,,,,,,
EQIX/IRM,REIT - Specialty,0.8179,0.57683,624,,,,,,,,
DNP/NMI,Asset Management,0.8336,0.57683,624,,,,,,,,
BDJ/MPA,Asset Management,0.8406,0.57684,624,,,,,,,,
ACNB/OSBC,Banks - Regional,0.9462,0.57684,624,,,,,,,,
MSD/NIE,Asset Management,0.8739,0.57684,624,,,,,,,,
DNP/STEW,Asset Management,0.9321,0.57685,624,,,,,,,,
ETG/IQI,Asset Management,0.8328,0.57685,624,,,,,,,,
GCV/GLAD,Asset Management,0.8193,0.57685,624,,,,,,,,
MCI/VLT,Asset Management,0.8948,0.57688,624,,,,,,,,
CHI/EVN,Asset Management,0.8142,0.57688,624,,,,,,,,
ETW/HPF,Asset Management,0.9569,0.57689,624,,,,,,,,
CIF/PDT,Asset Management,0.9414,0.5769,624,,,,,,,,
CHY/VBF,Asset Management,0.9113,0.57691,624,,,,,,,,
EOT/PHK,Asset Management,0.8079,0.57692,624,,,,,,,,
CIF/GUT,Asset Management,0.8283,0.57693,624,,,,,,,,
HOPE/TRST,Banks - Regional,0.8186,0.57693,624,,,,,,,,
QCRH/TCBK,Banks - Regional,0.9337,0.57694,624,,,,,,,,
BKN/NTRS,Asset Management,0.8585,0.57696,624,,,,,,,,
BJK/FNX,Unknown,0.8017,0.57696,624,,,,,,,,
CMA/THFF,Banks - Regional,0.8971,0.57699,624,,,,,,,,
AB/HYT,Asset Management,0.9411,0.57699,624,,,,,,,,
ASG/BHK,Asset Management,0.9411,0.57699,624,,,,,,,,
CSWC/SPE,Asset Management,0.965,0.577,624,,,,,,,,
PSL/SCZ,Unknown,0.9577,0.57704,624,,,,,,,,
ASG/MMT,Asset Management,0.9666,0.57704,624,,,,,,,,
MNSB/WABC,Banks - Regional,0.8763,0.57705,624,,,,,,,,
IBCP/SYBT,Banks - Regional,0.9087,0.57705,624,,,,,,,,
PEZ/PKW,Unknown,0.9699,0.57706,624,,,,,,,,
BND/FAD,Unknown,0.8341,0.57706,624,,,,,,,,
GDV/MPA,Asset Management,0.8697,0.57706,624,,,,,,,,
GJH/PIZ,Unknown,0.9392,0.57708,624,,,,,,,,
ASG/NXP,Asset Management,0.9398,0.57711,624,,,,,,,,
EEA/ETV,Asset Management,0.9396,0.57711,624,,,,,,,,
FMN/PCN,Asset Management,0.8584,0.57711,624,,,,,,,,
