Ticker Pair,Industry,Correlation,Avg P-Value,Tests Run
FMY/HYT,Asset Management,0.9545,0.29857,624
PCF/STEW,Asset Management,0.9653,0.29858,624
CXH/WEA,Asset Management,0.9382,0.2986,624
KTF/MUC,Asset Management,0.9557,0.2986,624
GDO/KTF,Asset Management,0.8558,0.29863,624
IGI/JRS,Asset Management,0.8732,0.29867,624
BGT/EVG,Asset Management,0.9709,0.29869,624
BNY/EOT,Asset Management,0.9331,0.29869,624
EVG/JMM,Asset Management,0.9261,0.29872,624
FT/RNP,Asset Management,0.99,0.2988,624
MYN/PMO,Asset Management,0.9579,0.29881,624
KTF/NNY,Asset Management,0.9101,0.29883,624
MIY/NAZ,Asset Management,0.9614,0.29888,624
BLK/EOS,Asset Management,0.989,0.29898,624
NMI/PZC,Asset Management,0.9129,0.29902,624
BN/JCE,Asset Management,0.9797,0.29903,624
HPS/MMU,Asset Management,0.8843,0.29905,624
HTD/JRS,Asset Management,0.9624,0.29906,624
CIF/GDO,Asset Management,0.9714,0.29909,624
MGF/NZF,Asset Management,0.9396,0.29911,624
IGI/PYN,Asset Management,0.8317,0.29923,624
VPV/VTN,Asset Management,0.966,0.29927,624
JRS/MAIN,Asset Management,0.8969,0.2993,624
EXG/TWN,Asset Management,0.9376,0.2993,624
IIM/MGF,Asset Management,0.9241,0.29934,624
KTF/MCR,Asset Management,0.8153,0.29947,624
MIY/PAI,Asset Management,0.9607,0.29956,624
CMU/PNI,Asset Management,0.9056,0.29957,624
MIY/NNY,Asset Management,0.9676,0.29958,624
JMM/VPV,Asset Management,0.9528,0.29961,624
DSM/MHF,Asset Management,0.9056,0.29963,624
FMN/MUE,Asset Management,0.9833,0.29963,624
GDO/MQY,Asset Management,0.9575,0.29966,624
GDO/HYT,Asset Management,0.9438,0.29968,624
MCR/PMM,Asset Management,0.9667,0.29969,624
HPI/PDT,Asset Management,0.9809,0.29973,624
NAD/PNF,Asset Management,0.8682,0.29973,624
AWF/TSI,Asset Management,0.9666,0.29977,624
DTF/MQT,Asset Management,0.9537,0.29987,624
JCE/USA,Asset Management,0.9832,0.29989,624
GDO/MUA,Asset Management,0.9514,0.29989,624
GDO/MHI,Asset Management,0.8294,0.29999,624
BTA/MMT,Asset Management,0.9623,0.30004,624
JCE/SPXX,Asset Management,0.989,0.30005,624
HIO/IGI,Asset Management,0.898,0.30008,624
JHI/PMM,Asset Management,0.9299,0.30019,624
LEO/VKQ,Asset Management,0.9783,0.3002,624
PCQ/PNI,Asset Management,0.9182,0.30023,624
PCN/USA,Asset Management,0.9506,0.30024,624
PHD/VLT,Asset Management,0.9707,0.30025,624
GLAD/HTGC,Asset Management,0.9773,0.30026,624
NQP/VBF,Asset Management,0.9791,0.30028,624
HPF/MHF,Asset Management,0.9644,0.30028,624
MQY/NXP,Asset Management,0.9388,0.30032,624
NMT/NNY,Asset Management,0.937,0.30039,624
EMD/EOT,Asset Management,0.8556,0.3004,624
JMM/NAN,Asset Management,0.9555,0.30046,624
BNY/MQT,Asset Management,0.9564,0.30048,624
CGO/TROW,Asset Management,0.9384,0.30048,624
HPF/VPV,Asset Management,0.9399,0.30048,624
GOF/PCM,Asset Management,0.953,0.30052,624
RNP/RQI,Asset Management,0.9935,0.30054,624
FMY/PMO,Asset Management,0.8818,0.30054,624
MQT/NRK,Asset Management,0.981,0.30054,624
PPT/STEW,Asset Management,0.895,0.30057,624
NUW/PML,Asset Management,0.9202,0.30059,624
MUA/PCK,Asset Management,0.8849,0.3006,624
LGI/TWN,Asset Management,0.9467,0.30072,624
JRS/PFD,Asset Management,0.877,0.30076,624
FFA/GOF,Asset Management,0.9795,0.30089,624
CNS/WIA,Asset Management,0.9105,0.30096,624
BFK/MIN,Asset Management,0.852,0.30096,624
BKT/MUE,Asset Management,0.9578,0.301,624
CHI/GOF,Asset Management,0.9687,0.301,624
CAF/CHN,Asset Management,0.8928,0.30103,624
IIM/NCA,Asset Management,0.9677,0.30103,624
BHK/WEA,Asset Management,0.9732,0.30104,624
BN/FOF,Asset Management,0.9819,0.30104,624
DHF/TSI,Asset Management,0.9409,0.30106,624
MPA/NXP,Asset Management,0.9404,0.30107,624
BTA/MCR,Asset Management,0.9681,0.3011,624
IGI/JEQ,Asset Management,0.9153,0.30111,624
PSEC/RJF,Asset Management,0.8503,0.30123,624
GDV/LGI,Asset Management,0.9789,0.30128,624
MSD/NXN,Asset Management,0.8977,0.30133,624
BFK/NXJ,Asset Management,0.9302,0.30143,624
GAB/UTF,Asset Management,0.9705,0.30144,624
JHI/MMT,Asset Management,0.9755,0.30146,624
MUA/PNF,Asset Management,0.92,0.30148,624
BKT/MUA,Asset Management,0.9479,0.3015,624
BNY/NCA,Asset Management,0.9213,0.30157,624
MPA/OIA,Asset Management,0.9643,0.30162,624
BTA/FMY,Asset Management,0.9001,0.30163,624
EVG/MMT,Asset Management,0.9567,0.30167,624
IQI/SBI,Asset Management,0.9676,0.30168,624
MYN/NRK,Asset Management,0.9796,0.3017,624
MHF/NCA,Asset Management,0.9424,0.30178,624
FFC/PCQ,Asset Management,0.8407,0.30183,624
MMU/NVG,Asset Management,0.9334,0.30187,624
PMM/RFI,Asset Management,0.9346,0.3019,624
BFK/BHK,Asset Management,0.9356,0.3019,624
EOT/NAZ,Asset Management,0.9225,0.30194,624
BHK/BLE,Asset Management,0.9323,0.30199,624
BXMX/JCE,Asset Management,0.9889,0.30201,624
PFO/PML,Asset Management,0.9244,0.3021,624
ETB/SPE,Asset Management,0.9576,0.30216,624
BKT/BNY,Asset Management,0.9472,0.3022,624
FCT/FFA,Asset Management,0.9682,0.30221,624
NAD/PMX,Asset Management,0.9235,0.30222,624
MCR/TSI,Asset Management,0.9718,0.30222,624
MPA/PAI,Asset Management,0.9543,0.30223,624
GOF/SPE,Asset Management,0.9687,0.30225,624
LEO/VCV,Asset Management,0.969,0.3023,624
AB/USA,Asset Management,0.9721,0.30232,624
CXE/HPF,Asset Management,0.8888,0.30236,624
PPT/TY,Asset Management,0.9399,0.30238,624
BKN/MYN,Asset Management,0.9713,0.30243,624
SOR/STK,Asset Management,0.9673,0.3025,624
MFM/RFI,Asset Management,0.8707,0.30259,624
BYM/MIN,Asset Management,0.9167,0.30265,624
AGD/OIA,Asset Management,0.8283,0.30266,624
ETG/NTRS,Asset Management,0.9025,0.3027,624
MUE/VMO,Asset Management,0.9859,0.30275,624
JHI/VLT,Asset Management,0.9712,0.30279,624
NCA/NXP,Asset Management,0.9286,0.30279,624
HPS/IGI,Asset Management,0.9216,0.30284,624
FFC/MQT,Asset Management,0.9725,0.30287,624
GOF/USA,Asset Management,0.979,0.30287,624
IIM/WEA,Asset Management,0.9303,0.30288,624
FFC/MIY,Asset Management,0.9745,0.30293,624
DTF/MIY,Asset Management,0.9323,0.30297,624
NMI/NMZ,Asset Management,0.9621,0.303,624
DSM/VTN,Asset Management,0.9653,0.30313,624
PCQ/PMF,Asset Management,0.9338,0.30328,624
NAC/VBF,Asset Management,0.9379,0.30328,624
BKN/PMF,Asset Management,0.9305,0.30338,624
DSM/MYI,Asset Management,0.9617,0.30347,624
EVT/PCM,Asset Management,0.9551,0.30349,624
NCA/VKQ,Asset Management,0.9503,0.3035,624
BME/CHI,Asset Management,0.9456,0.30352,624
HPF/MMU,Asset Management,0.901,0.30362,624
NAZ/NMT,Asset Management,0.9611,0.30362,624
EVG/WEA,Asset Management,0.9278,0.30368,624
CSQ/TSI,Asset Management,0.9318,0.30368,624
BTA/NKX,Asset Management,0.9711,0.30371,624
EMD/NUW,Asset Management,0.8489,0.3038,624
CXE/NQP,Asset Management,0.9377,0.30387,624
JHI/VGM,Asset Management,0.8979,0.30389,624
DHF/TY,Asset Management,0.9598,0.30389,624
BLE/NXJ,Asset Management,0.9233,0.30395,624
MUC/NPV,Asset Management,0.8993,0.30402,624
HPS/KTF,Asset Management,0.8308,0.30405,624
HPI/NQP,Asset Management,0.9525,0.30418,624
HPI/VCV,Asset Management,0.9339,0.30419,624
NOM/PNI,Asset Management,0.8876,0.3042,624
BFK/PFO,Asset Management,0.9468,0.30435,624
CXE/MHN,Asset Management,0.9626,0.30447,624
FFC/VGM,Asset Management,0.965,0.30449,624
HPI/NXP,Asset Management,0.9481,0.30453,624
IQI/MYI,Asset Management,0.9845,0.30454,624
CMU/NXC,Asset Management,0.9302,0.30455,624
GDL/SAR,Asset Management,0.9444,0.30455,624
MHN/NPV,Asset Management,0.9132,0.30455,624
NXN/RNP,Asset Management,0.9144,0.30464,624
BKN/PAI,Asset Management,0.9364,0.30468,624
JMM/PFD,Asset Management,0.9444,0.30477,624
ETB/GAB,Asset Management,0.9556,0.30477,624
HIX/OIA,Asset Management,0.9124,0.30481,624
FMY/NXN,Asset Management,0.8891,0.30484,624
FFC/OIA,Asset Management,0.9693,0.3049,624
HPI/MPA,Asset Management,0.9371,0.30504,624
BHK/EOT,Asset Management,0.9439,0.30505,624
AGD/PFL,Asset Management,0.9282,0.30507,624
DSM/IGI,Asset Management,0.955,0.30509,624
ETB/MAIN,Asset Management,0.9541,0.30511,624
CAF/JOF,Asset Management,0.8491,0.30513,624
HQH/NTRS,Asset Management,0.8778,0.30515,624
LGI/RMT,Asset Management,0.9886,0.30517,624
RFI/SOR,Asset Management,0.9554,0.30522,624
ETB/FT,Asset Management,0.978,0.30525,624
GDL/MAIN,Asset Management,0.9612,0.30528,624
DHF/FOF,Asset Management,0.9665,0.30532,624
NNY/VPV,Asset Management,0.9667,0.30534,624
NQP/NXP,Asset Management,0.9644,0.30536,624
DSU/EFR,Asset Management,0.9902,0.30539,624
FLC/RQI,Asset Management,0.9367,0.30542,624
DHF/GLAD,Asset Management,0.9062,0.30543,624
NAD/PYN,Asset Management,0.8381,0.30547,624
HPI/MVF,Asset Management,0.8894,0.30552,624
GDO/MVT,Asset Management,0.8814,0.30552,624
DSM/SBI,Asset Management,0.9568,0.30559,624
GAM/VVR,Asset Management,0.9775,0.30567,624
FLC/IIM,Asset Management,0.9654,0.30568,624
BDJ/PCN,Asset Management,0.9523,0.30571,624
JQC/PCM,Asset Management,0.9038,0.30571,624
MUC/NCA,Asset Management,0.9567,0.30576,624
EMD/VTN,Asset Management,0.8858,0.30579,624
PIM/TY,Asset Management,0.941,0.3058,624
NEA/NXJ,Asset Management,0.9846,0.30582,624
EVN/PAI,Asset Management,0.9518,0.30585,624
JHI/NQP,Asset Management,0.9307,0.30587,624
MHN/NAZ,Asset Management,0.9618,0.30589,624
MQY/VMO,Asset Management,0.9819,0.30601,624
PAI/PFO,Asset Management,0.9739,0.30607,624
JHI/NAD,Asset Management,0.9183,0.3061,624
FFC/NAD,Asset Management,0.9839,0.30614,624
IAE/PFN,Asset Management,0.8456,0.30626,624
ETY/USA,Asset Management,0.9879,0.30634,624
MHF/NAZ,Asset Management,0.9271,0.30634,624
MIY/NKX,Asset Management,0.9799,0.30643,624
CXE/MSD,Asset Management,0.8579,0.30643,624
CHI/TROW,Asset Management,0.9141,0.30663,624
CXH/FFC,Asset Management,0.962,0.30664,624
NMT/PCK,Asset Management,0.8752,0.30666,624
EXG/GCV,Asset Management,0.9206,0.30669,624
CMU/MQY,Asset Management,0.9528,0.30672,624
EHI/VBF,Asset Management,0.9673,0.30672,624
MGF/NXJ,Asset Management,0.9345,0.30674,624
JHI/VBF,Asset Management,0.9462,0.30677,624
HTD/RFI,Asset Management,0.9717,0.30678,624
MCR/MIN,Asset Management,0.967,0.30678,624
FMN/NAZ,Asset Management,0.9585,0.30682,624
BGT/CSWC,Asset Management,0.9633,0.30684,624
VCV/VTN,Asset Management,0.9739,0.30693,624
JHI/MUJ,Asset Management,0.9194,0.30694,624
AGD/PPT,Asset Management,0.8731,0.30696,624
CMU/RFI,Asset Management,0.8249,0.30697,624
MGF/VMO,Asset Management,0.9405,0.30702,624
ETG/JCE,Asset Management,0.9896,0.30704,624
BGT/SOR,Asset Management,0.9678,0.30706,624
JPC/NVG,Asset Management,0.9505,0.30711,624
NMT/VBF,Asset Management,0.9291,0.30715,624
HTGC/JCE,Asset Management,0.9681,0.30719,624
MPA/MQY,Asset Management,0.9788,0.30721,624
FFC/PAI,Asset Management,0.9728,0.30731,624
JQC/VLT,Asset Management,0.9758,0.30736,624
GDO/PMM,Asset Management,0.9796,0.30748,624
PCM/SOR,Asset Management,0.9189,0.30757,624
ETG/GCV,Asset Management,0.9094,0.30758,624
PCF/TSI,Asset Management,0.9515,0.30762,624
JMM/PMM,Asset Management,0.9661,0.30762,624
BLE/DSM,Asset Management,0.982,0.30763,624
GDO/NNY,Asset Management,0.9595,0.3077,624
ARCC/MAIN,Asset Management,0.9788,0.30772,624
GLAD/NTRS,Asset Management,0.8291,0.30773,624
IGI/MVF,Asset Management,0.9476,0.30775,624
JHS/JPC,Asset Management,0.9434,0.30776,624
NAD/NAN,Asset Management,0.9893,0.3078,624
CMU/EVN,Asset Management,0.956,0.30786,624
NQP/SBI,Asset Management,0.9584,0.30794,624
EXG/SOR,Asset Management,0.9852,0.30794,624
NPV/VMO,Asset Management,0.9339,0.30795,624
PCM/STK,Asset Management,0.8862,0.30798,624
BGT/CII,Asset Management,0.9579,0.30798,624
CXH/NAD,Asset Management,0.9812,0.30808,624
CXH/JHS,Asset Management,0.9673,0.30809,624
MIN/NMI,Asset Management,0.8885,0.30814,624
BKN/NRK,Asset Management,0.9674,0.30816,624
BKT/MIN,Asset Management,0.8897,0.30817,624
HPI/NAN,Asset Management,0.9384,0.30818,624
MUE/NRK,Asset Management,0.9739,0.30821,624
MAV/MUC,Asset Management,0.8796,0.30821,624
DSM/FMN,Asset Management,0.9745,0.30825,624
DTF/NXP,Asset Management,0.8419,0.3083,624
DSM/MIY,Asset Management,0.9524,0.3083,624
MYI/OIA,Asset Management,0.9684,0.30832,624
PZC/VBF,Asset Management,0.8329,0.30834,624
BKT/NRK,Asset Management,0.9569,0.30834,624
BTO/SPXX,Asset Management,0.9639,0.30836,624
BKN/MHD,Asset Management,0.9476,0.30836,624
BXMX/SOR,Asset Management,0.9908,0.30837,624
AVK/PHT,Asset Management,0.8114,0.30839,624
FLC/PMO,Asset Management,0.9802,0.30849,624
NQP/NXC,Asset Management,0.9644,0.3085,624
DSM/PML,Asset Management,0.9596,0.30853,624
GLAD/PPT,Asset Management,0.8391,0.30855,624
FFC/MUE,Asset Management,0.9596,0.30861,624
CMU/SBI,Asset Management,0.9458,0.30863,624
JCE/NTRS,Asset Management,0.8859,0.30866,624
MUE/PFO,Asset Management,0.9603,0.30868,624
MCR/MQT,Asset Management,0.929,0.30874,624
BDJ/GAIN,Asset Management,0.9792,0.30874,624
MGF/MVT,Asset Management,0.8705,0.30878,624
IGA/RJF,Asset Management,0.9601,0.30882,624
JHS/NAN,Asset Management,0.9708,0.30887,624
HPI/PZC,Asset Management,0.8111,0.30888,624
CXH/MHD,Asset Management,0.9755,0.30893,624
BME/NIE,Asset Management,0.9531,0.30898,624
DHF/HYT,Asset Management,0.9717,0.30903,624
MCR/PMO,Asset Management,0.9666,0.30905,624
SAR/SCD,Asset Management,0.933,0.30905,624
NTRS/SPE,Asset Management,0.874,0.30906,624
PPT/USA,Asset Management,0.8922,0.30916,624
PCF/TWN,Asset Management,0.8991,0.30925,624
PIM/RMT,Asset Management,0.8886,0.30926,624
AB/NTRS,Asset Management,0.8786,0.30928,624
MMU/WEA,Asset Management,0.8895,0.3093,624
JHI/NZF,Asset Management,0.9297,0.30933,624
EMD/JHI,Asset Management,0.9253,0.30935,624
CXH/NXP,Asset Management,0.9324,0.30939,624
MHD/RFI,Asset Management,0.8069,0.30941,624
BOE/GOF,Asset Management,0.9713,0.30942,624
BFZ/PAI,Asset Management,0.907,0.30951,624
IGI/NAZ,Asset Management,0.9202,0.30951,624
BGT/SAR,Asset Management,0.9381,0.30952,624
PCM/QQQX,Asset Management,0.9565,0.30953,624
EVN/MQY,Asset Management,0.986,0.30956,624
BFK/BFZ,Asset Management,0.9481,0.30963,624
CSQ/PTY,Asset Management,0.9635,0.30973,624
MUJ/NXC,Asset Management,0.965,0.30975,624
EOS/ETJ,Asset Management,0.989,0.3098,624
FFC/MQY,Asset Management,0.9693,0.30981,624
BLW/VLT,Asset Management,0.9882,0.30984,624
ASG/TROW,Asset Management,0.9705,0.30986,624
JMM/KTF,Asset Management,0.8716,0.3099,624
NRK/NZF,Asset Management,0.9887,0.30995,624
GDO/NMI,Asset Management,0.9324,0.30996,624
MHI/NXC,Asset Management,0.8654,0.30999,624
GRX/UTF,Asset Management,0.9697,0.31003,624
DSM/NIM,Asset Management,0.9259,0.31003,624
MMT/PCN,Asset Management,0.9796,0.31017,624
MGF/MUE,Asset Management,0.9214,0.31019,624
GAIN/MAIN,Asset Management,0.9632,0.3102,624
FFC/JRS,Asset Management,0.9222,0.31023,624
NXC/RFI,Asset Management,0.8959,0.31025,624
PMF/PNF,Asset Management,0.9596,0.31028,624
BLW/CIF,Asset Management,0.9126,0.3103,624
BLW/BTZ,Asset Management,0.9672,0.31036,624
HIO/PHT,Asset Management,0.8052,0.31045,624
JMM/MHF,Asset Management,0.9649,0.31048,624
MCR/NXP,Asset Management,0.9824,0.31049,624
BNY/BTA,Asset Management,0.9017,0.31058,624
MVT/NXP,Asset Management,0.8315,0.31059,624
HTGC/SOR,Asset Management,0.9586,0.31059,624
HPI/MQY,Asset Management,0.9153,0.31064,624
JMM/MHI,Asset Management,0.8193,0.31069,624
MYD/PNF,Asset Management,0.9345,0.3107,624
KTF/MPA,Asset Management,0.9224,0.3108,624
MYN/NEA,Asset Management,0.969,0.31081,624
HTGC/PNNT,Asset Management,0.9572,0.31083,624
JMM/NZF,Asset Management,0.9667,0.31087,624
NMZ/PCQ,Asset Management,0.853,0.3109,624
MUA/VKQ,Asset Management,0.9763,0.31092,624
EVN/MGF,Asset Management,0.9248,0.31104,624
ETB/SAR,Asset Management,0.9597,0.31104,624
CAF/IGI,Asset Management,0.8489,0.31105,624
MFIC/SCD,Asset Management,0.929,0.31107,624
MMU/NXP,Asset Management,0.8761,0.31108,624
MSD/VTN,Asset Management,0.8779,0.31111,624
HPI/NMZ,Asset Management,0.9534,0.31112,624
AGD/RVT,Asset Management,0.9667,0.31112,624
NAC/VGM,Asset Management,0.983,0.31123,624
BKN/OIA,Asset Management,0.9392,0.31123,624
EHI/JHI,Asset Management,0.976,0.31125,624
ARCC/CSWC,Asset Management,0.9832,0.31126,624
IGR/NTRS,Asset Management,0.9094,0.31127,624
FFC/NZF,Asset Management,0.9763,0.3113,624
NZF/SBI,Asset Management,0.9402,0.3113,624
FFC/MUA,Asset Management,0.9652,0.31137,624
JMM/VCV,Asset Management,0.9468,0.31142,624
NAZ/NPV,Asset Management,0.9193,0.31146,624
GDL/SOR,Asset Management,0.9775,0.31146,624
PHD/PTY,Asset Management,0.9472,0.31158,624
BHK/BTZ,Asset Management,0.984,0.31158,624
DSM/VMO,Asset Management,0.9724,0.31159,624
MMT/NXC,Asset Management,0.919,0.3116,624
GCV/NTRS,Asset Management,0.9268,0.31163,624
JMM/VKQ,Asset Management,0.9446,0.31167,624
BLE/OIA,Asset Management,0.9246,0.31168,624
HPS/PMX,Asset Management,0.8035,0.31174,624
PHD/WEA,Asset Management,0.9168,0.31185,624
CHI/QQQX,Asset Management,0.9716,0.31185,624
JHI/MSD,Asset Management,0.9216,0.31186,624
CXE/RQI,Asset Management,0.8142,0.31186,624
AOD/IFN,Asset Management,0.9635,0.31188,624
EHI/VLT,Asset Management,0.9737,0.31188,624
DSU/EVF,Asset Management,0.9921,0.3119,624
MHI/NUW,Asset Management,0.8772,0.31199,624
DSM/NQP,Asset Management,0.9413,0.31202,624
JHS/MSD,Asset Management,0.8891,0.31203,624
FLC/VGM,Asset Management,0.9652,0.31216,624
BKT/SBI,Asset Management,0.9252,0.31216,624
NAN/NEA,Asset Management,0.9826,0.31217,624
HPS/MVT,Asset Management,0.8192,0.31218,624
NNY/RFI,Asset Management,0.8898,0.31228,624
EOI/NIE,Asset Management,0.9913,0.31228,624
AVK/DHF,Asset Management,0.8397,0.31231,624
GDO/VPV,Asset Management,0.9559,0.31237,624
MYD/NEA,Asset Management,0.9592,0.31241,624
EFR/GLAD,Asset Management,0.9648,0.31243,624
GDV/RVT,Asset Management,0.9887,0.31245,624
CHY/GOF,Asset Management,0.9666,0.31254,624
MUA/NAD,Asset Management,0.9753,0.31256,624
IGI/SOR,Asset Management,0.8355,0.31259,624
PIM/TSI,Asset Management,0.9336,0.31259,624
MMU/RFI,Asset Management,0.824,0.31262,624
BKT/DSM,Asset Management,0.952,0.31265,624
EVN/MUA,Asset Management,0.9764,0.31268,624
NMZ/NNY,Asset Management,0.9777,0.31271,624
BHK/PFD,Asset Management,0.9723,0.31271,624
AFB/GDO,Asset Management,0.9515,0.3128,624
AFB/MIN,Asset Management,0.9106,0.31282,624
PML/PMO,Asset Management,0.9156,0.31292,624
BLE/NVG,Asset Management,0.9431,0.31293,624
EMD/MYD,Asset Management,0.8716,0.31293,624
ETB/FFA,Asset Management,0.9707,0.31295,624
IAE/LGI,Asset Management,0.8902,0.31296,624
MCR/MQY,Asset Management,0.931,0.31301,624
BRW/RJF,Asset Management,0.9247,0.31304,624
KTF/NQP,Asset Management,0.9054,0.31305,624
BNY/NRK,Asset Management,0.943,0.31308,624
FOF/GLAD,Asset Management,0.9637,0.31312,624
ETB/JCE,Asset Management,0.9779,0.31316,624
JMM/MYD,Asset Management,0.9324,0.31318,624
BXMX/GOF,Asset Management,0.9828,0.31319,624
DSM/DTF,Asset Management,0.9641,0.31323,624
JMM/NUW,Asset Management,0.9442,0.31323,624
GRX/NTRS,Asset Management,0.9348,0.31324,624
MVF/WEA,Asset Management,0.8863,0.31326,624
FCT/FOF,Asset Management,0.9717,0.31333,624
GAB/PCM,Asset Management,0.9261,0.31334,624
IQI/MQY,Asset Management,0.9857,0.31338,624
JMM/NVG,Asset Management,0.9589,0.31342,624
GOF/PFN,Asset Management,0.9766,0.31346,624
FFC/NUV,Asset Management,0.9795,0.31349,624
BXMX/STK,Asset Management,0.9662,0.31351,624
NXC/RQI,Asset Management,0.8959,0.31355,624
ETY/NTRS,Asset Management,0.878,0.31358,624
NOM/VCV,Asset Management,0.818,0.31359,624
LEO/MMU,Asset Management,0.9712,0.31362,624
JHI/SBI,Asset Management,0.8535,0.31363,624
BYM/PCK,Asset Management,0.8669,0.31363,624
BGT/IIF,Asset Management,0.9461,0.31363,624
GDV/RJF,Asset Management,0.944,0.31366,624
EVN/NXP,Asset Management,0.9343,0.31369,624
BKN/MYI,Asset Management,0.9661,0.31373,624
KF/PFL,Asset Management,0.8021,0.31375,624
MQT/PYN,Asset Management,0.8753,0.31375,624
HPI/VKQ,Asset Management,0.9274,0.31376,624
HPS/NXC,Asset Management,0.9233,0.31383,624
NMZ/PAI,Asset Management,0.9705,0.31388,624
BNY/MPA,Asset Management,0.9386,0.31392,624
BFZ/MQT,Asset Management,0.9601,0.31396,624
GDO/MIN,Asset Management,0.9477,0.31399,624
IGR/PFN,Asset Management,0.9167,0.31404,624
EFT/VVR,Asset Management,0.983,0.3141,624
PAI/SBI,Asset Management,0.9299,0.31411,624
MUA/NEA,Asset Management,0.9693,0.31413,624
BTA/NAC,Asset Management,0.9567,0.31416,624
JLS/MCR,Asset Management,0.9196,0.31417,624
IQI/VPV,Asset Management,0.9826,0.31419,624
NXP/PAI,Asset Management,0.9535,0.31423,624
JHS/PMM,Asset Management,0.9791,0.31424,624
GDO/MUC,Asset Management,0.9251,0.31424,624
CII/SOR,Asset Management,0.9851,0.31424,624
GDO/NRK,Asset Management,0.9656,0.31434,624
GDO/MQT,Asset Management,0.9576,0.31444,624
NAN/NZF,Asset Management,0.9804,0.31451,624
CXE/JPC,Asset Management,0.9141,0.31455,624
MUA/PNI,Asset Management,0.8867,0.31459,624
KTF/VMO,Asset Management,0.9386,0.31462,624
JHS/NRK,Asset Management,0.9722,0.31465,624
CXE/MIY,Asset Management,0.9458,0.31471,624
BFZ/BNY,Asset Management,0.9436,0.31471,624
GLAD/PCF,Asset Management,0.928,0.31472,624
PMX/VPV,Asset Management,0.9092,0.31478,624
BKN/MCR,Asset Management,0.9163,0.31485,624
PCF/PPT,Asset Management,0.9323,0.31487,624
IFN/SOR,Asset Management,0.9562,0.31494,624
ETG/LGI,Asset Management,0.9904,0.31499,624
HIO/PCN,Asset Management,0.9734,0.31501,624
CAF/GF,Asset Management,0.8589,0.31508,624
FLC/MCR,Asset Management,0.972,0.31508,624
GAB/GDL,Asset Management,0.947,0.31514,624
PNF/PYN,Asset Management,0.9576,0.31516,624
DTF/JHS,Asset Management,0.9242,0.31517,624
FMY/PMM,Asset Management,0.891,0.31519,624
MFM/SBI,Asset Management,0.9615,0.31519,624
HTD/PDT,Asset Management,0.9832,0.31523,624
EFR/FFA,Asset Management,0.9757,0.31523,624
PFO/PMX,Asset Management,0.9209,0.31527,624
FLC/RNP,Asset Management,0.9362,0.31528,624
KTF/VGM,Asset Management,0.9376,0.31528,624
KTF/NKX,Asset Management,0.9391,0.31528,624
NXC/PMM,Asset Management,0.9631,0.3153,624
MFM/MYI,Asset Management,0.9735,0.31536,624
PFL/TY,Asset Management,0.9865,0.3154,624
BKT/VMO,Asset Management,0.9625,0.3154,624
BTZ/FFC,Asset Management,0.973,0.31542,624
BTO/GDL,Asset Management,0.9515,0.31544,624
AGD/BN,Asset Management,0.9558,0.31549,624
BKT/PNF,Asset Management,0.8931,0.31553,624
MUA/PMX,Asset Management,0.9482,0.31555,624
EMD/MUA,Asset Management,0.8683,0.31557,624
CXE/MUC,Asset Management,0.9583,0.31558,624
FT/RFI,Asset Management,0.9799,0.31559,624
FOF/TSI,Asset Management,0.9529,0.31562,624
HQH/USA,Asset Management,0.8522,0.31563,624
CIF/MMT,Asset Management,0.956,0.31565,624
BTO/GAIN,Asset Management,0.9123,0.31567,624
BYM/CMU,Asset Management,0.955,0.31572,624
SBI/VPV,Asset Management,0.9569,0.31575,624
ADX/NIE,Asset Management,0.9933,0.31579,624
MYI/NAZ,Asset Management,0.9643,0.31591,624
ETO/UTF,Asset Management,0.9847,0.31599,624
NKX/SBI,Asset Management,0.977,0.31603,624
MFIC/SAR,Asset Management,0.8647,0.31613,624
NIM/TSI,Asset Management,0.9326,0.31616,624
ETJ/USA,Asset Management,0.9853,0.31621,624
JLS/JMM,Asset Management,0.961,0.31626,624
GAB/SAR,Asset Management,0.9495,0.3163,624
KTF/MHN,Asset Management,0.9518,0.31631,624
PHD/USA,Asset Management,0.9573,0.31631,624
EVG/FOF,Asset Management,0.9868,0.31634,624
GOF/MCN,Asset Management,0.9491,0.31637,624
MUJ/VPV,Asset Management,0.9774,0.31637,624
PCN/QQQX,Asset Management,0.974,0.31638,624
JRS/RNP,Asset Management,0.9592,0.31651,624
BYM/NMZ,Asset Management,0.9813,0.31651,624
MGF/MMU,Asset Management,0.8718,0.31665,624
ETG/PCM,Asset Management,0.9282,0.31666,624
MMT/VLT,Asset Management,0.9804,0.31674,624
EFT/FCT,Asset Management,0.9811,0.31676,624
ARCC/JCE,Asset Management,0.983,0.31677,624
CII/NTRS,Asset Management,0.8732,0.3168,624
AWF/PCN,Asset Management,0.9647,0.31684,624
MCI/SCD,Asset Management,0.9663,0.31689,624
NMT/PAI,Asset Management,0.9393,0.31692,624
IAE/PTY,Asset Management,0.8565,0.31694,624
CSQ/PCN,Asset Management,0.9443,0.31694,624
JCE/NIE,Asset Management,0.9837,0.31696,624
FHI/SPXX,Asset Management,0.9434,0.31696,624
MUJ/VCV,Asset Management,0.9731,0.31701,624
AFB/FLC,Asset Management,0.962,0.31711,624
FRA/STK,Asset Management,0.9595,0.3172,624
MUA/VTN,Asset Management,0.9621,0.31726,624
DSM/FFC,Asset Management,0.9366,0.31727,624
